UT,作者,机构,第几作者
WOS:001623564800001,"Wu, QL","Jinling Inst Technol, Sch Network Secur, Nanjing 211169, Peoples R China.",5
WOS:001576224400001,"Yuan, YH","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",1
WOS:001576224400001,"Zhu, XW","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",2
WOS:001576224400001,"Wang, CY","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",3
WOS:001576224400001,"Zai, XM","Jinling Inst Technol, Sch Hort & Landscape Architecture, Nanjing, Peoples R China.",4
WOS:001576224400001,"Song, YL","Xinjiang Agr Univ, Coll Econ & Management, Urumqi, Peoples R China.",5
WOS:001576224400001,"Amar, N","Huazhong Agr Univ, Coll Econ & Management, Wuhan, Peoples R China.",6
WOS:001361618200001,"Cheng, RX","Nanjing Univ Posts & Telecommun, Sch Sci, New Energy Technol Engn Lab Jiangsu Prov, Nanjing 210023, Peoples R China.",1
WOS:001361618200001,"Li, MY","Nanjing Univ Posts & Telecommun, Sch Sci, New Energy Technol Engn Lab Jiangsu Prov, Nanjing 210023, Peoples R China.",2
WOS:001361618200001,"Wang, H","Nanjing Univ Posts & Telecommun, Sch Sci, New Energy Technol Engn Lab Jiangsu Prov, Nanjing 210023, Peoples R China.",3
WOS:001361618200001,"Xu, YF","Yangzhou Univ, Coll Phys Sci & Technol, Yangzhou, Peoples R China.",4
WOS:001361618200001,"Li, XG","Nanjing Univ Posts & Telecommun, Sch Sci, New Energy Technol Engn Lab Jiangsu Prov, Nanjing 210023, Peoples R China.",5
WOS:001361618200001,"Zhou, XF","Nanjing Univ Posts & Telecommun, Sch Sci, New Energy Technol Engn Lab Jiangsu Prov, Nanjing 210023, Peoples R China.",6
WOS:000938399200001,"Chen, YZ","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",1
WOS:000938399200001,"Ning, YJ","Zhejiang Commun Construct Grp Co Ltd, Hangzhou 310051, Peoples R China.",2
WOS:000938399200001,"Chen, XD","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",3
WOS:000938399200001,"Xuan, WH","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",4
WOS:000938399200001,"Zhu, XY","Hohai Univ, Coll Water Conservancy & Hydropower Engn, Nanjing 210098, Peoples R China.",5
WOS:000698985300062,"Luo, Y","Southeast Univ, Sch Mat Sci & Engn, Nanjing 211189, Jiangsu, Peoples R China.",1
WOS:000698985300062,"Ren, CD","Zunyi Normal Coll, Dept Phys, Zunyi 563002, Guizhou, Peoples R China.",2
WOS:000698985300062,"Xu, YJ","Southeast Univ, Sch Mat Sci & Engn, Nanjing 211189, Jiangsu, Peoples R China.",3
WOS:000698985300062,"Yu, J","Southeast Univ, Sch Mat Sci & Engn, Nanjing 211189, Jiangsu, Peoples R China.",4
WOS:000698985300062,"Wang, SK","Jinling Inst Technol, Coll Sci, Nanjing 211169, Jiangsu, Peoples R China.",5
WOS:000698985300062,"Sun, ML","Southeast Univ, Sch Mat Sci & Engn, Nanjing 211189, Jiangsu, Peoples R China.",6
WOS:000535478600005,"Deng, S","Nanjing Univ Post & Telecommun, Inst Adv Technol, Nanjing 210003, Peoples R China.",1
WOS:000535478600005,"Xie, XP","Nanjing Univ Post & Telecommun, Inst Adv Technol, Nanjing 210003, Peoples R China.",2
WOS:000535478600005,"Yuan, CG","Guangxi Acad Sci, Nanning 530003, Guangxi, Peoples R China.",3
WOS:000535478600005,"Yang, LC","Jinling Inst Technol, Dept Soft Engn, Nanjing 211169, Peoples R China.",4
WOS:000535478600005,"Wu, XD","Mininglamp Acad Sci, Mininglamp Technol, Beijing 102218, Peoples R China.",5
WOS:000521538400002,"Fei, WJ","Nanjing Forestry Univ, Coll Landscape Architecture, Nanjing 210000, Peoples R China.",1
WOS:000521538400002,"Wu, JY","Nanjing Forestry Univ, Coll Landscape Architecture, Nanjing 210000, Peoples R China.",2
WOS:000521538400002,"Shi, Y","Jinling Inst Technol, Coll Hort, Nanjing 210000, Peoples R China.",3
WOS:000521538400002,"Chen, Q","Kyushu Univ, Grad Sch Human Environm Studies, Fukuoka 8190382, Japan.",4
WOS:000464480800017,"Ren, K","Southeast Univ, Sch Mech Engn, Nanjing 211189, Jiangsu, Peoples R China.",1
WOS:000464480800017,"Sun, ML","KAUST, Phys Sci & Engn Div PSE, Thuwal 239556900, Saudi Arabia.",2
WOS:000464480800017,"Luo, Y","Southeast Univ, Sch Mat Sci & Engn, Nanjing 211189, Jiangsu, Peoples R China.",3
WOS:000464480800017,"Wang, SK","Jinling Inst Technol, Coll Sci, Nanjing 211169, Jiangsu, Peoples R China.",4
WOS:000464480800017,"Xu, YJ","KAUST, Phys Sci & Engn Div PSE, Thuwal 239556900, Saudi Arabia.",5
WOS:000464480800017,"Yu, J","Southeast Univ, Sch Mat Sci & Engn, Nanjing 211189, Jiangsu, Peoples R China.",6
WOS:000464480800017,"Tang, WC","Southeast Univ, Sch Mech Engn, Nanjing 211189, Jiangsu, Peoples R China.",7
WOS:000466551600344,"Tan, HQ","Hohai Univ, Coll Civil & Transportat Engn, 1 Xikang Rd, Nanjing 210098, Jiangsu, Peoples R China.",1
WOS:000466551600344,"Du, MQ","Hohai Univ, Coll Civil & Transportat Engn, 1 Xikang Rd, Nanjing 210098, Jiangsu, Peoples R China.",2
WOS:000466551600344,"Jiang, XW","Jinling Inst Technol, Sch Business, Nanjing 211100, Jiangsu, Peoples R China.",3
WOS:000466551600344,"Chu, ZM","Minist Publ Secur, Rd Traff Safety Res Ctr, Beijing 100062, Peoples R China.",4
WOS:000396594600001,"Zhang, XJ","Jinling Inst Technol, Sch Mat Engn, Nanjing, Jiangsu, Peoples R China.",1
WOS:000396594600001,"Xu, M","Nanjing Univ Sci & Technol, Sch Chem Engn, Nanjing, Jiangsu, Peoples R China.",2
WOS:000396594600001,"Zhang, ZY","Jinling Inst Technol, Sch Mat Engn, Nanjing, Jiangsu, Peoples R China.",3
WOS:000396594600001,"Hu, XH","Jinling Inst Technol, Sch Mat Engn, Nanjing, Jiangsu, Peoples R China.",4
WOS:000396594600001,"Hao, LY","Jinling Inst Technol, Sch Mat Engn, Nanjing, Jiangsu, Peoples R China.",5
WOS:000396594600001,"Lin, Q","Jinling Inst Technol, Sch Mat Engn, Nanjing, Jiangsu, Peoples R China.",6
WOS:000396594600001,"Wang, SS","Nanjing Univ Chinese Med, Lab Anim Ctr, Nanjing, Jiangsu, Peoples R China.",7
WOS:000396594600001,"Jiang, W","Nanjing Univ Sci & Technol, Sch Chem Engn, Nanjing, Jiangsu, Peoples R China.",8
WOS:001693968400001,"Zhang, R","Jinling Inst Technol, Nanjing 211169, Peoples R China.",1
WOS:001693968400001,"Zhang, C","Jinling Inst Technol, Nanjing 211169, Peoples R China.",2
WOS:001693968400001,"Zhou, W","Yangzhou Univ, Coll Hort & Landscape Architecture, Yangzhou 225000, Peoples R China.",3
WOS:001579727600001,"Kong, LJ","Jinling Inst Technol, Fac Network & Telecommun Engn, Nanjing 211169, Peoples R China.",1
WOS:001579727600001,"Liu, HY","Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China.",2
WOS:001579727600001,"Shi, YZ","Chinese Acad Sci, Inst Microelect, Beijing 100029, Peoples R China.",3
WOS:001579727600001,"Miao, JC","Jinling Inst Technol, Fac Network & Telecommun Engn, Nanjing 211169, Peoples R China.",4
WOS:001363664900001,"Zhang, DZ","Hohai Univ, Key Lab Marine Hazards Forecasting, Minist Nat Resources, Nanjing 210098, Peoples R China.",1
WOS:001363664900001,"Gao, CJ","Hohai Univ, Key Lab Marine Hazards Forecasting, Minist Nat Resources, Nanjing 210098, Peoples R China.",2
WOS:001363664900001,"Yang, ZC","Hohai Univ, Key Lab Marine Hazards Forecasting, Minist Nat Resources, Nanjing 210098, Peoples R China.",3
WOS:001363664900001,"Yuan, Z","Hohai Univ, Key Lab Marine Hazards Forecasting, Minist Nat Resources, Nanjing 210098, Peoples R China.",4
WOS:001363664900001,"Wang, XK","Hohai Univ, Key Lab Marine Hazards Forecasting, Minist Nat Resources, Nanjing 210098, Peoples R China.",5
WOS:001363664900001,"Xu, B","Hohai Univ, Coll Oceanog, Nanjing 210098, Peoples R China.",6
WOS:001363664900001,"Qian, HZ","Wuxi Meteorol Bur Jiangsu Prov, Wuxi 214135, Peoples R China.",7
WOS:000896308600001,"Zhao, PJ","Jinling Inst Technol, Coll Elect & Informat Engn, Nanjing 211169, Peoples R China.",1
WOS:000896308600001,"Wu, QS","Southeast Univ, Key Lab Underwater Acoust Signal Proc, Minist Educ, Nanjing 210096, Peoples R China.",2
WOS:000896308600001,"Wu, N","Southeast Univ, Key Lab Underwater Acoust Signal Proc, Minist Educ, Nanjing 210096, Peoples R China.",3
WOS:000896308600001,"Hu, GB","Jinling Inst Technol, Coll Elect & Informat Engn, Nanjing 211169, Peoples R China.",4
WOS:000896308600001,"Wang, LW","Nanjing Elect Devices Inst, Nanjing 210007, Peoples R China.",5
WOS:000612544800039,"Zhu, LZ","Nanjing Univ Sci & Technol, Sch Elect & Opt Engn, Nanjing 210094, Jiangsu, Peoples R China.",1
WOS:000612544800039,"Chen, S","Nanjing Univ Sci & Technol, Sch Elect & Opt Engn, Nanjing 210094, Jiangsu, Peoples R China.",2
WOS:000612544800039,"Ma, Q","Jinling Inst Technol, Sch Mech & Elect Engn, Nanjing 211169, Jiangsu, Peoples R China.",3
WOS:000612544800039,"Zhang, SN","Nanjing Univ Sci & Technol, Sch Elect & Opt Engn, Nanjing 210094, Jiangsu, Peoples R China.",4
WOS:000612544800039,"Zhao, HC","Nanjing Univ Sci & Technol, Sch Elect & Opt Engn, Nanjing 210094, Jiangsu, Peoples R China.",5
WOS:000612544800039,"Wei, DX","Nanjing Univ Sci & Technol, Sch Elect & Opt Engn, Nanjing 210094, Jiangsu, Peoples R China.",6
WOS:000480669500017,"Gao, W","Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Gansu, Peoples R China.",1
WOS:000480669500017,"Tian, B","Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Gansu, Peoples R China.",2
WOS:000480669500017,"Zhang, WY","Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Gansu, Peoples R China.",3
WOS:000480669500017,"Zhang, XQ","Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Gansu, Peoples R China.",4
WOS:000480669500017,"Wu, YQ","Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Gansu, Peoples R China.",5
WOS:000480669500017,"Lu, GX","Chinese Acad Sci, Lanzhou Inst Chem Phys, State Key Lab Oxo Synth & Select Oxidat, Lanzhou 730000, Gansu, Peoples R China.",6
WOS:000460244400001,"Long, JR","Guizhou Normal Univ, Sch Math Sci, Guiyang 550001, Guizhou, Peoples R China.",1
WOS:000460244400001,"Sun, Y","Guizhou Normal Univ, Sch Math Sci, Guiyang 550001, Guizhou, Peoples R China.",2
WOS:000460244400001,"Zhang, SM","Guizhou Normal Univ, Sch Math Sci, Guiyang 550001, Guizhou, Peoples R China.",3
WOS:000460244400001,"Hu, GM","Jinling Inst Technol, Sch Sci, Nanjing 211169, Jiangsu, Peoples R China.",4
WOS:000356987900009,"Xu, GS","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",1
WOS:000356987900009,"Ma, T","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",2
WOS:000356987900009,"Ji, SK","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",3
WOS:000356987900009,"Deng, KD","Jinling Inst Technol, Coll Anim Sci, Nanjing, Jiangsu, Peoples R China.",4
WOS:000356987900009,"Tu, Y","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",5
WOS:000356987900009,"Jiang, CG","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",6
WOS:000356987900009,"Diao, QY","Chinese Acad Agr Sci, Feed Res Inst, Key Lab Feed Biotechnol, Minist Agr, Beijing 100081, Peoples R China.",7
WOS:000335734400027,"Shangguan, LF","Nanjing Agr Univ, Coll Hort, Nanjing 210095, Jiangsu, Peoples R China.",1
WOS:000335734400027,"Wang, XM","Jiangsu Prov & Chinese Acad Sci, Inst Bot, Nanjing 210014, Jiangsu, Peoples R China.",2
WOS:000335734400027,"Leng, XP","Nanjing Agr Univ, Coll Hort, Nanjing 210095, Jiangsu, Peoples R China.",3
WOS:000335734400027,"Liu, D","Nanjing Agr Univ, Coll Hort, Nanjing 210095, Jiangsu, Peoples R China.",4
WOS:000335734400027,"Ren, GH","Nanjing Agr Univ, Coll Hort, Nanjing 210095, Jiangsu, Peoples R China.",5
WOS:000335734400027,"Tao, R","Nanjing Agr Univ, Coll Hort, Nanjing 210095, Jiangsu, Peoples R China.",6
WOS:000335734400027,"Zhang, CQ","Jinling Inst Technol, Coll Hort, Nanjing 210038, Jiangsu, Peoples R China.",7
WOS:000335734400027,"Fang, JG","Nanjing Agr Univ, Coll Hort, Nanjing 210095, Jiangsu, Peoples R China.",8
WOS:001576852700001,"Zhang, H","Nanjing Normal Univ, Sch Math Sci, Key Lab NSLSCS, Jiangsu Int Joint Lab BDMCA,Minist Educ, Nanjing 210023, Peoples R China.",1
WOS:001576852700001,"Chen, JR","Nanjing Normal Univ, Sch Math Sci, Key Lab NSLSCS, Jiangsu Int Joint Lab BDMCA,Minist Educ, Nanjing 210023, Peoples R China.",2
WOS:001576852700001,"Wang, F","Nanjing Normal Univ, Sch Math Sci, Key Lab NSLSCS, Jiangsu Int Joint Lab BDMCA,Minist Educ, Nanjing 210023, Peoples R China.",3
WOS:001576852700001,"Zheng, XY","Jinling Inst Technol, Coll Sci, Nanjing 211169, Peoples R China.",4
WOS:001225483800001,"Xu, LY","Yangzhou Univ, 196 Huayang West Rd, Yangzhou 225127, Peoples R China.",1
WOS:001225483800001,"Li, ZB","Yangzhou Univ, 196 Huayang West Rd, Yangzhou 225127, Peoples R China.",2
WOS:001225483800001,"Fang, JM","Jinling Inst Technol, Sch Business, 99 Hongjing Ave, Nanjing 211169, Jiangsu, Peoples R China.",3
WOS:001225483800001,"He, ZQ","Hohai Univ, Business Sch, 8 Focheng West Rd, Nanjing 211100, Peoples R China.",4
WOS:001225483800001,"Zhang, XY","Yangzhou Univ, 196 Huayang West Rd, Yangzhou 225127, Peoples R China.",5
WOS:001078411900001,"Xu, Y","Fuzhou Univ, Coll Environm & Safety Engn, Fuzhou 350116, Peoples R China.",1
WOS:001078411900001,"Zhang, Y","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",2
WOS:001078411900001,"Li, ZY","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",3
WOS:001078411900001,"Liao, YR","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",4
WOS:001078411900001,"Sa, R","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",5
WOS:001078411900001,"Yu, HL","Minjiang Univ, Coll Phys & Elect Informat Engn, Ctr Adv Marine Mat & Smart Sensors, Fuzhou 350108, Peoples R China.",6
WOS:001078411900001,"Wang, YZ","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",7
WOS:001078411900001,"Peng, J","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",8
WOS:001078411900001,"Lin, Y","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",9
WOS:001078411900001,"Wang, J","Minjiang Univ, Coll Mat & Chem Engn, Fujian Key Lab Funct Marine Sensing Mat, Fuzhou 350108, Peoples R China.",10
WOS:001033061700001,"Li, J","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China.",1
WOS:001033061700001,"Guo, XY","Natl Univ Singapore, Inst Funct Intelligent Mat, Singapore 117544, Singapore.",2
WOS:001033061700001,"Hu, XM","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",3
WOS:001033061700001,"Wang, W","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",4
WOS:001033061700001,"Tai, YY","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China.",5
WOS:001033061700001,"Xie, M","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China.",6
WOS:001033061700001,"Li, Z","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China.",7
WOS:001033061700001,"Zhang, SL","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China.",8
WOS:001033061700001,"Zeng, HB","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, MIIT Key Lab Adv Display Mat & Devices, Nanjing 210094, Peoples R China.",9
WOS:000900793700005,"Xu, B","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",1
WOS:000900793700005,"Deng, T","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",2
WOS:000900793700005,"Liu, YC","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",3
WOS:000900793700005,"Zhao, YK","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",4
WOS:000900793700005,"Xu, ZP","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",5
WOS:000900793700005,"Qi, J","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",6
WOS:000900793700005,"Wang, ST","Syracuse Univ, Syracuse, NY 13244 USA.",7
WOS:000900793700005,"Liu, D","Nanjing Univ Posts & Telecommun, Nanjing 210003, Peoples R China.",8
WOS:000859353500001,"Chen, H","Jinling Inst Technol, Sch Business, Nanjing, Peoples R China.",1
WOS:000859353500001,"Elahi, E","Shandong Univ Technol, Sch Econ, Zibo, Peoples R China.",2
WOS:000859353500001,"Lei, XY","Renmin Univ China, Sch Agr Econ & Rural Dev, Beijing, Peoples R China.",3
WOS:000585294800007,"Wang, W","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",1
WOS:000585294800007,"Liu, GH","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",2
WOS:000585294800007,"Hao, LY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",3
WOS:000585294800007,"Lin, L","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",4
WOS:000585294800007,"Zhang, L","Changshu Inst Technol, Dept Phys & Elect Engn, Jiangsu Lab Adv Funct Mat, Changshu 215500, Jiangsu, Peoples R China.",5
WOS:000585294800007,"Lin, Q","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",6
WOS:000585294800007,"Guan, HM","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",7
WOS:000560297300006,"Yang, CS","Army Engn Univ PLA, Inst Field Engn, Nanjing 210007, Peoples R China.",1
WOS:000560297300006,"Zhu, CQ","Army Engn Univ PLA, Inst Field Engn, Nanjing 210007, Peoples R China.",2
WOS:000560297300006,"Wang, YY","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",3
WOS:000560297300006,"Rui, T","Army Engn Univ PLA, Inst Field Engn, Nanjing 210007, Peoples R China.",4
WOS:000560297300006,"Zhu, JW","Army Engn Univ PLA, Inst Field Engn, Nanjing 210007, Peoples R China.",5
WOS:000560297300006,"Ding, KM","Jinling Inst Technol, Coll Intelligent Sci & Control Engn, Nanjing 211169, Peoples R China.",6
WOS:000453592600004,"Huan, C","Nanjing Univ Posts & Telecommun, Coll Elect Sci Engn, Nanjing, Jiangsu, Peoples R China.",1
WOS:000453592600004,"Liu, C","Nanjing Univ Posts & Telecommun, Coll Elect Sci Engn, Nanjing, Jiangsu, Peoples R China.",2
WOS:000453592600004,"Zheng, W","Jinling Inst Technol, Coll Network & Commun, Nanjing, Jiangsu, Peoples R China.",3
WOS:000453592600004,"Fu, YH","Nanjing Univ Posts & Telecommun, Coll Elect Sci Engn, Nanjing, Jiangsu, Peoples R China.",4
WOS:000388046900035,"Chen, HN","Nanjing Univ Sci & Technol, Sch Chem Engn, Nanjing 210094, Jiangsu, Peoples R China.",1
WOS:000388046900035,"Xing, XD","Nanjing Univ Sci & Technol, Sch Chem Engn, Nanjing 210094, Jiangsu, Peoples R China.",2
WOS:000388046900035,"Tan, HP","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, 200 Xiao Ling Wei St, Nanjing 210094, Jiangsu, Peoples R China.",3
WOS:000388046900035,"Jia, Y","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, 200 Xiao Ling Wei St, Nanjing 210094, Jiangsu, Peoples R China.",4
WOS:000388046900035,"Zhou, TL","Nanjing Univ Sci & Technol, Sch Mat Sci & Engn, 200 Xiao Ling Wei St, Nanjing 210094, Jiangsu, Peoples R China.",5
WOS:000388046900035,"Chen, Y","Nanjing Univ Sci & Technol, Sch Chem Engn, Nanjing 210094, Jiangsu, Peoples R China.",6
WOS:000388046900035,"Ling, ZH","Jinling Hosp, Dept Orthopaed, Nanjing 210002, Jiangsu, Peoples R China.",7
WOS:000388046900035,"Hu, XH","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Jiangsu, Peoples R China.",8
WOS:001648309200001,"Wang, SK","Jinling Inst Technol, Coll Sci, 99 Hongjing Ave, Nanjing 211169, Peoples R China.",1
WOS:001648309200001,"Sun, ML","Univ Antwerp, NANOlab Ctr Excellence, Dept Phys, Groenenborgerlaan 171, B-2020 Antwerp, Belgium.",2
WOS:001648309200001,"Hung, NT","Tohoku Univ, Frontier Res Inst Interdisciplinary Sci, Sendai 9808578, Japan.",3
WOS:001531893200001,"Peng, C","Southeast Univ, Jiangsu Prov Collaborat Innovat Ctr Modern Urban T, Nanjing 210096, Peoples R China.",1
WOS:001531893200001,"Xu, CC","Southeast Univ, Jiangsu Prov Collaborat Innovat Ctr Modern Urban T, Nanjing 210096, Peoples R China.",2
WOS:001531893200001,"Kudryavtsev, F","Moscow Inst Architecture, Dept Urban Planning, Moscow 107031, Russia.",3
WOS:001531893200001,"Ai, Q","Southeast Univ, Jiangsu Prov Collaborat Innovat Ctr Modern Urban T, Nanjing 210096, Peoples R China.",4
WOS:001531893200001,"Gao, YJ","Southeast Univ, Sch Transportat, Nanjing 210096, Peoples R China.",5
WOS:001531893200001,"Jiao, YL","Hebei Prov Commun Planning Design & Res Inst, Shijiazhuang 050000, Peoples R China.",6
WOS:001453480500001,"Song, BX","Southeast Univ, Key Lab Concrete & Prestressed Concrete Struct, Minist Educ, Nanjing 210096, Peoples R China.",1
WOS:001453480500001,"Song, ST","Southeast Univ, Key Lab Concrete & Prestressed Concrete Struct, Minist Educ, Nanjing 210096, Peoples R China.",2
WOS:001453480500001,"Liao, ZY","DIT Grp Ltd, Changsha 410000, Peoples R China.",3
WOS:001453480500001,"Wang, CL","Southeast Univ, Key Lab Concrete & Prestressed Concrete Struct, Minist Educ, Nanjing 210096, Peoples R China.",4
WOS:001253376600001,"Zhao, YJ","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",1
WOS:001253376600001,"Sun, YH","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",2
WOS:001253376600001,"Chen, CY","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",3
WOS:001253376600001,"Ge, JW","Univ Sci & Technol China, Sch Chem & Mat Sci, Hefei 230026, Anhui, Peoples R China.",4
WOS:001253376600001,"Qian, HQ","Suzhou Talesun Solar Technol Co Ltd, Suzhou 215000, Peoples R China.",5
WOS:001253376600001,"Sun, LH","Jinling Inst Technol, Sch Mat Engn, Nanjing 211169, Peoples R China.",6
WOS:001030386000023,"Gong, W","Jiangsu Univ Sci & Technol, Sch Civil Engn & Architecture, Zhenjiang 212100, Peoples R China.",1
WOS:001030386000023,"Wang, N","Univ Sci & Technol Liaoning, Sch Civil Engn, Anshan 114051, Peoples R China.",2
WOS:001030386000023,"Zhu, HW","CCCC Fourth Harbor Engn Inst Co Ltd, Key Lab Harbor & Marine Struct Durabil Technol, Minist Commun, Guangzhou 510230, Peoples R China.",3
WOS:001030386000023,"Xu, J","Jiangsu Univ Sci & Technol, Sch Civil Engn & Architecture, Zhenjiang 212100, Peoples R China.",4
WOS:001030386000023,"Ma, HX","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",5
WOS:001039037400001,"Fang, RT","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",1
WOS:001039037400001,"Zhang, X","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",2
WOS:001039037400001,"Luo, XG","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",3
WOS:001039037400001,"Wang, SC","Changshu Inst Technol, Changshu 215500, Jiangsu, Peoples R China.",4
WOS:001039037400001,"Chen, L","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",5
WOS:001039037400001,"Xu, SY","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",6
WOS:001039037400001,"Lou, ZY","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",7
WOS:001039037400001,"Xu, YF","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",8
WOS:001039037400001,"Hu, GH","Southeast Univ, Adv Photon Ctr, Nanjing 210096, Jiangsu, Peoples R China.",9
WOS:000932309000022,"Liu, L","Jinling Inst Technol, Sch Business, Nanjing, Jiangsu, Peoples R China.",1
WOS:000932309000022,"Jacoby, G","Coll Management Acad Studies, Sch Econ, Rishon Letsyon, Israel.",2
WOS:000932309000022,"Song, XP","Univ Manitoba, Asper Sch Business, 181 Freedman Crescent, Winnipeg, MB R3T 5V4, Canada.",3
WOS:000932309000022,"Zheng, SXF","Univ Manitoba, Asper Sch Business, 181 Freedman Crescent, Winnipeg, MB R3T 5V4, Canada.",4
WOS:000645067700001,"Liu, S","Harbin Inst Technol, Sch Sci, Shenzhen 518055, Peoples R China.",1
WOS:000645067700001,"Wang, KF","Harbin Inst Technol, Sch Sci, Shenzhen 518055, Peoples R China.",2
WOS:000645067700001,"Wang, BL","Harbin Inst Technol, Sch Sci, Shenzhen 518055, Peoples R China.",3
WOS:000645067700001,"Li, JN","Jinling Inst Technol, Sch Architectural Engn, Nanjing 211169, Peoples R China.",4
